ImageId,EncodedPixels
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,27042 2 27562 3 28082 5 28602 6 29121 7 29641 7 30161 7 30681 8 31201 8 31721 8 32241 8 32761 7 33281 7 33801 7 34321 6 34842 4 35362 3 35883 1
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,155487 4 156005 8 156524 9 157043 11 157563 11 158082 13 158602 14 159122 15 159642 15 160162 15 160682 16 161202 16 161722 16 162242 17 162762 17 163282 18 163801 20 164321 20 164841 20 165361 21 165881 21 166401 21 166921 21 167441 21 167961 21 168481 21 169001 21 169521 21 170041 21 170561 20 171081 20 171602 19 172122 18 172643 15 173164 13 173685 11 174206 10 174727 5
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,102450 2 102969 6 103487 10 104005 14 104524 20 105043 23 105562 25 106082 26 106602 27 107122 29 107642 30 108162 31 108682 31 109202 31 109722 31 110242 32 110762 32 111282 32 111802 32 112322 32 112842 32 113362 32 113417 10 113882 32 113935 14 114402 32 114454 17 114922 33 114973 19 115442 33 115490 25 115962 34 116007 32 116482 35 116525 36 117002 36 117044 37 117522 37 117561 41 118042 80 118562 80 119082 80 119602 80 120122 80 120643 79 121165 77 121689 73 122211 71 122732 70 123252 70 123773 69 124293 69 124813 69 125333 69 125853 68 126373 68 126894 65 127414 64 127934 63 128454 62 128975 59 129496 57 130017 51 130537 49 131058 46 131579 43 132100 38 132624 25 133155 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,215352 4 215871 7 216390 9 216909 12 217428 15 217947 19 218466 22 218986 23 219506 24 220025 27 220545 30 221064 33 221584 33 222103 35 222623 35 223093 10 223143 35 223610 16 223662 37 224129 19 224182 37 224649 20 224702 37 225169 20 225221 38 225688 22 225741 39 226208 24 226259 41 226727 26 226778 43 227246 28 227297 44 227766 28 227817 44 228286 29 228335 47 228805 32 228852 50 229325 35 229368 55 229845 98 229968 6 230365 98 230487 7 230884 100 231006 9 231404 100 231524 11 231924 101 232043 12 232444 102 232562 14 232964 102 233080 16 233484 103 233599 17 234003 104 234116 19 234523 105 234633 22 235043 132 235563 132 236083 132 236603 132 237122 133 237642 133 238162 53 238217 34 238253 42 238682 50 238738 31 238775 40 239202 49 239260 27 239294 42 239722 48 239783 21 239814 42 240242 46 240334 42 240762 45 240853 43 241282 44 241373 43 241802 44 241893 43 242322 43 242411 44 242842 40 242930 45 243362 22 243448 47 243883 19 243968 46 244403 18 244487 47 244924 16 245007 46 245445 13 245526 46 246046 44 246565 44 247085 43 247605 42 248125 41 248645 39 249165 38 249685 37 250205 36 250725 35 251246 33 251766 33 252286 32 252807 31 253327 30 253848 28 254372 23 254898 16 255421 12 255942 11 256464 6
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,263649 19 264168 23 264687 28 265206 37 265725 53 266244 56 266763 58 267282 60 267802 61 268322 62 268842 63 269362 64 269882 64 270402 64 270922 64 271442 64 271962 65 272482 65 273002 65 273522 65 274042 65 274562 65 275082 65 275602 65 276122 65 276642 65 277162 65 277682 64 278202 64 278722 64 279242 64 279763 62 280283 62 280804 61 281325 59 281845 58 282367 55 282890 50 283412 47 283933 45 284454 43 284977 38 285504 23 286030 11
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,190335 2 190855 2
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,2643 10 3161 13 3679 16 4199 16 4718 18 5236 22 5755 25 6274 27 6794 28 7313 30 7833 32 8353 33 8873 34 9393 35 9912 37 10432 37 10951 38 11471 39 11990 40 12510 41 13030 41 13550 41 14070 41 14590 41 15109 42 15629 42 16149 42 16669 42 17189 42 17709 42 18229 43 18749 43 19269 43 19789 43 20309 43 20829 43 21349 42 21869 42 22389 42 22909 42 23429 41 23949 41 24469 41 24989 41 25509 41 26029 40 26549 40 27069 39 27589 38 28109 38 28629 37 29149 37 29669 36 30190 35 30710 33 31231 31 31751 30 32272 28 32793 26 33313 25 33834 23 34354 21 34875 19 35396 17 35917 15 36439 10
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,75 35 591 43 1111 44 1631 45 2151 47 2672 48 3192 50 3713 50 4234 50 4755 50 5279 48 5801 48 6322 48 6843 48 7363 48 7884 47 8405 46 8926 45 9446 46 9966 46 10487 45 11007 45 11528 45 12048 45 12569 44 13090 43 13610 43 14131 42 14651 42 15172 41 15693 40 16214 38 16735 37 17257 35 17778 33 18299 32 18820 31 19342 28 19866 22 20389 17 20910 15 21432 11 21955 6
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,79177 12 79690 24 80208 27 80727 28 81246 30 81763 35 82279 41 82797 44 83316 46 83835 47 84353 50 84871 53 85390 54 85909 56 86428 58 86947 59 87466 61 87986 61 88505 63 89024 64 89544 64 90063 65 90583 65 91103 65 91623 65 92143 65 92663 65 93183 65 93703 65 94223 64 94743 64 95264 63 95785 61 96305 59 96826 57 97347 55 97867 54 98388 51 98911 45 99435 37 99956 31 100477 28 100999 24 101521 19
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,181090 15 181608 18 182128 19 182647 20 183167 20 183686 22 184205 23 184724 24 185243 26 185762 27 186281 29 186797 34 187316 36 187835 38 188355 39 188875 39 189395 40 189914 42 190434 43 190954 43 191474 44 191994 45 192514 45 193034 45 193553 47 194074 46 194594 46 195114 46 195634 46 196154 46 196674 46 197195 45 197715 45 198235 45 198755 45 199275 44 199796 43 200317 42 200839 40 201361 38 201882 37 202402 36 202923 34 203445 31 203968 28 204489 26 205010 25 205531 23 206052 20
