ImageId,EncodedPixels
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,26002 1 26522 2 27041 3 27561 4 28081 4 28601 4 29121 5 29641 5 30161 5 30681 5 31201 5 31721 5 32241 5 32761 5 33281 5 33801 4 34322 3 34842 2
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,102449 2 102964 13 103482 17 104001 20 104521 23 105041 24 105561 26 106081 28 106601 29 107121 30 107641 31 108161 31 108681 31 109201 32 109721 32 110241 32 110761 32 111281 32 111801 32 112321 32 112841 32 113361 32 113418 7 113881 32 113936 12 114401 32 114453 22 114921 32 114972 25 115441 33 115491 27 115961 33 116010 30 116481 35 116529 31 117001 38 117048 33 117521 41 117565 37 118041 81 118561 81 119081 81 119601 81 120121 82 120642 81 121162 6 121173 70 121694 68 122214 68 122734 68 123254 68 123774 68 124294 68 124814 67 125334 67 125854 66 126374 65 126894 64 127414 63 127934 62 128455 59 128975 57 129496 54 130016 52 130537 49 131058 46 131580 41 132102 36 132625 27 133149 18 133671 12
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,155484 6 156003 8 156522 10 157041 12 157561 13 158081 14 158601 14 159121 14 159641 15 160161 15 160681 16 161201 16 161721 17 162241 18 162761 19 163281 19 163801 20 164321 20 164841 20 165361 20 165881 20 166401 20 166921 20 167441 20 167961 20 168481 20 169001 20 169521 19 170041 19 170561 19 171081 18 171601 18 172121 17 172642 15 173162 14 173686 7
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,215350 7 215869 10 216388 14 216907 16 217427 17 217947 19 218466 21 218986 23 219506 24 220026 26 220545 29 221065 31 221585 32 222052 8 222104 34 222570 12 222624 34 223089 15 223143 35 223608 17 223663 36 224128 18 224182 37 224647 20 224702 38 225167 22 225221 39 225686 24 225741 39 226206 25 226260 40 226726 26 226779 42 227246 28 227298 43 227765 30 227816 45 228285 31 228334 48 228805 33 228853 49 229325 35 229370 53 229844 38 229889 54 230363 101 230883 101 231402 103 231922 105 232442 107 232961 109 233481 112 234001 113 234521 115 235041 117 235561 120 236081 52 236134 72 236601 50 236657 71 237121 49 237179 71 237641 49 237700 71 238161 49 238221 71 238681 49 238743 70 239201 48 239265 69 239721 48 239794 11 239807 47 240241 47 240330 45 240761 46 240851 44 241281 44 241370 44 241801 42 241889 45 242321 40 242409 45 242841 31 242928 45 243362 20 243447 46 243882 18 243966 46 244403 15 244486 46 244924 12 245005 46 245445 9 245525 45 246044 44 246564 42 247084 40 247604 39 248124 38 248644 37 249164 37 249684 36 250204 36 250724 35 251245 34 251765 33 252286 31 252807 30 253328 28 253849 26 254370 24 254893 20 255415 16
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,263130 8 263648 18 264165 31 264684 39 265203 44 265722 54 266242 56 266761 59 267281 61 267801 62 268321 63 268841 63 269361 64 269881 65 270401 65 270921 65 271441 65 271961 65 272481 65 273001 65 273521 65 274041 65 274561 65 275081 65 275601 65 276121 65 276641 65 277161 65 277681 65 278201 65 278721 64 279242 63 279762 62 280283 61 280804 59 281325 58 281846 56 282367 54 282890 49 283413 45 283935 42 284458 35 284980 30 285504 22 286027 17 286550 11
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,189296 1 189815 4 190335 4 190855 4 191375 4 191895 4
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,1607 2 2124 8 2642 11 3160 14 3679 16 4198 18 4717 20 5237 21 5756 24 6275 27 6795 30 7314 32 7834 33 8353 35 8873 35 9392 37 9912 38 10431 39 10951 39 11471 39 11991 39 12510 40 13030 40 13550 40 14070 40 14590 40 15109 41 15629 41 16149 41 16669 41 17189 41 17709 41 18229 41 18748 42 19268 42 19788 42 20308 42 20828 42 21348 42 21868 42 22388 42 22908 42 23429 40 23949 40 24469 39 24989 39 25509 39 26029 38 26549 38 27069 37 27589 36 28110 35 28630 34 29150 34 29671 32 30191 31 30711 30 31232 28 31752 28 32273 26 32793 25 33314 23 33834 21 34355 19 34876 16 35398 11 35921 5
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,71 42 588 48 1109 49 1629 50 2150 50 2671 51 3192 51 3714 50 4236 50 4761 46 5282 46 5803 46 6324 45 6845 45 7365 46 7885 46 8406 45 8926 46 9446 46 9967 45 10487 46 11007 46 11528 45 12048 45 12569 44 13089 44 13610 43 14131 42 14651 42 15172 41 15694 39 16215 38 16736 36 17257 35 17778 33 18300 31 18822 28 19343 26 19865 23 20386 21 20908 17 21433 7
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,79179 8 79694 17 80211 22 80726 30 81244 33 81762 37 82279 41 82797 44 83315 47 83833 50 84352 51 84871 53 85390 54 85909 56 86427 58 86946 60 87466 60 87985 61 88504 63 89024 63 89544 63 90063 64 90583 64 91103 64 91623 64 92143 63 92663 63 93183 63 93703 63 94224 61 94744 61 95265 59 95785 58 96306 56 96826 55 97347 52 97869 47 98390 45 98912 40 99434 36 99956 32 100481 21 101004 15 101530 6
8b59819fbc92eefe45b1db95c0cc3a467ddcfc755684c7f2ba2f6ccb9ad740ab,180051 8 180570 11 181088 15 181607 18 182126 20 182645 22 183165 22 183684 24 184204 24 184723 26 185242 27 185760 30 186277 33 186795 37 187315 38 187834 40 188354 41 188873 42 189393 43 189913 43 190433 44 190953 45 191473 45 191993 45 192513 46 193033 46 193553 46 194073 46 194593 45 195113 45 195633 45 196153 45 196673 45 197193 45 197714 44 198234 44 198755 43 199275 42 199796 41 200317 40 200838 39 201359 38 201880 37 202402 34 202923 33 203445 30 203966 28 204487 26 205011 20 205535 13 206058 5
